-----BEGIN-----
30
0	11.590731
1	27.879922
2	26.003568
3	8.300035
4	20.183868
5	19.346691
6	47.672953
7	49.820415
8	21.131824
9	31.223644
10	16.020845
11	12.925838
12	19.121641
13	48.914285
14	48.665471
15	37.223376
16	14.148003
17	31.043337
18	25.952383
19	44.809338
20	38.001799
21	13.931193
22	26.832396
23	45.550637
24	29.331030
25	30.154693
26	47.103142
27	33.647902
28	18.129260
29	36.387389
400
0	33.897912
1	17.264170
2	26.500881
3	25.541580
4	41.960701
5	17.198738
6	48.449415
7	17.257346
8	7.600392
9	27.016466
10	30.102831
11	39.301361
12	35.153192
13	23.652663
14	47.771284
15	11.463774
16	10.830468
17	24.509995
18	21.080886
19	23.771461
20	13.985746
21	25.387911
22	18.624673
23	41.423058
24	8.553314
25	17.313802
26	25.152777
27	7.475758
28	7.723383
29	47.840429
30	33.497143
31	14.395700
32	12.043454
33	46.747767
34	22.062431
35	31.859418
36	49.281934
37	34.123118
38	43.645456
39	45.302532
40	21.817237
41	33.609944
42	31.739656
43	29.024246
44	19.478029
45	47.493696
46	37.267090
47	6.013238
48	7.302637
49	5.947708
50	13.307781
51	6.501837
52	47.656598
53	39.256266
54	40.333584
55	32.875768
56	48.792002
57	7.067424
58	31.379407
59	38.111616
60	26.006317
61	44.308412
62	31.334801
63	12.320797
64	39.622099
65	22.515733
66	37.290736
67	31.175986
68	16.719857
69	21.914419
70	49.449238
71	38.502464
72	47.721853
73	5.273271
74	29.847352
75	17.818205
76	24.431520
77	38.912885
78	21.256718
79	19.442185
80	36.361734
81	11.606197
82	30.520786
83	49.866214
84	34.393102
85	28.843171
86	49.271710
87	35.576826
88	28.119064
89	21.035547
90	8.935993
91	9.855087
92	43.234327
93	28.259763
94	35.285538
95	46.153781
96	21.928313
97	31.160660
98	22.123258
99	19.120702
100	43.053977
101	39.268297
102	29.891324
103	22.257088
104	12.049820
105	32.864692
106	38.318252
107	25.355599
108	17.427062
109	33.013305
110	25.123624
111	15.763031
112	46.492140
113	30.866688
114	11.538254
115	12.364156
116	22.751348
117	22.620984
118	20.286819
119	25.250620
120	21.135786
121	24.408454
122	38.085692
123	17.388999
124	48.414453
125	21.847886
126	10.078363
127	6.860163
128	35.808178
129	18.450829
130	18.685255
131	6.868514
132	34.010238
133	20.977441
134	20.874766
135	33.669006
136	21.611383
137	6.759913
138	7.411299
139	7.078297
140	11.812923
141	33.555969
142	12.302915
143	11.674091
144	49.204957
145	37.424740
146	33.535300
147	17.383208
148	38.721967
149	25.813062
150	36.026700
151	15.971676
152	11.554896
153	8.527656
154	35.176767
155	17.834116
156	29.680238
157	38.498088
158	42.438641
159	12.910793
160	25.930431
161	25.095491
162	18.839838
163	11.290161
164	48.845025
165	27.942711
166	14.109115
167	20.328927
168	25.841501
169	5.779367
170	9.585878
171	7.584226
172	25.539122
173	35.658556
174	27.645260
175	41.333702
176	35.310285
177	15.619883
178	12.696747
179	39.728319
180	13.347730
181	17.276357
182	47.838713
183	19.553450
184	45.096417
185	26.928684
186	5.449617
187	34.074255
188	49.455867
189	18.099117
190	43.164158
191	41.825410
192	43.711605
193	12.237704
194	47.302303
195	48.602226
196	6.217435
197	18.398505
198	41.059475
199	23.633873
200	36.560942
201	27.451209
202	23.401325
203	13.259433
204	39.869092
205	28.515526
206	5.764024
207	29.937073
208	29.982992
209	21.867211
210	14.967339
211	21.321705
212	31.149413
213	23.931860
214	24.033947
215	15.971235
216	39.953052
217	35.767218
218	24.838235
219	16.548495
220	17.513790
221	15.981120
222	8.672854
223	9.456479
224	28.153385
225	13.245253
226	16.879841
227	18.193679
228	36.271253
229	38.201825
230	7.301810
231	15.094689
232	23.943354
233	26.478217
234	14.889639
235	35.389958
236	16.170671
237	7.692497
238	19.665492
239	43.358585
240	22.323727
241	12.867960
242	43.218477
243	26.341542
244	40.177130
245	6.185839
246	20.902993
247	46.506088
248	20.231658
249	25.323288
250	31.417223
251	38.195335
252	46.910621
253	27.908580
254	21.566092
255	10.764324
256	47.400625
257	35.924543
258	45.702662
259	33.812158
260	35.334138
261	5.696658
262	40.089749
263	47.415365
264	38.371453
265	41.418663
266	7.019127
267	39.755189
268	17.100029
269	26.553128
270	41.471172
271	44.471967
272	24.462236
273	38.209204
274	6.378384
275	22.488638
276	30.115607
277	14.354933
278	9.497796
279	16.021025
280	36.764237
281	14.231871
282	49.556679
283	45.721130
284	36.521489
285	46.411550
286	43.906893
287	48.279809
288	39.752563
289	15.011332
290	13.900246
291	43.599546
292	11.202403
293	37.985324
294	32.180188
295	16.807378
296	41.312566
297	22.016055
298	9.447471
299	26.035517
300	40.974265
301	48.843706
302	8.651945
303	23.943892
304	13.973478
305	17.379213
306	36.877515
307	27.997559
308	40.444924
309	30.167793
310	12.264133
311	21.719760
312	47.432003
313	31.454053
314	13.084303
315	11.458668
316	20.881078
317	25.798603
318	6.931144
319	28.564073
320	32.288728
321	41.334810
322	16.254500
